url,abstract,short_abstract,t5_sum
Rachel_Stevens,"Rachel Lauren Stevens (Londen, 9 april 1978) is een Britse zangeres, model en actrice.","Rachel Lauren Stevens (Londen, 9 april 1978) is een Britse zangeres, model en actrice.","Rachel Lauren stevens (london, 9 april 1978) is een Britse zangeres, model en actrice. zangeres is een britse zangeres, model en actrice."
Pantoffelheld,"Een pantoffelheld is het (bijna) tegenovergestelde van een held: het is iemand die het heldendom met de mond en thuis op sloffen uitdraagt. De pantoffel wordt ook wel huisschoen genoemd. Een held die zijn huis niet verlaat om iets Groots te doen is er een van het type: ""veel geblaat en weinig wol"". Een andere uitdrukking voor een pantoffelheld is een held op sokken.Vergelijkbaar zijn de salonsocialist en de saloncommunist.","Een pantoffelheld is het (bijna) tegenovergestelde van een held: het is iemand die het heldendom met de mond en thuis op sloffen uitdraagt. De pantoffel wordt ook wel huisschoen genoemd. Een held die zijn huis niet verlaat om iets Groots te doen is er een van het type: \""veel geblaat en weinig wol\"". Een andere uitdrukking voor een pantoffelheld is een held op sokken. Vergelijkbaar zijn de salonsocialist en de saloncommunist.",een pantoffelheld is het (bijna) tegenovergestelde van een held: het is iemand die het heldendom met de mond en thuis uitdraagt. de pantoffel wordt ook wel huisschoen genoemd.
Staatsman,"De term staatsman is een term gebruikt om te verwijzen naar diplomaten en politici, veelal oud-regeringsleiders met een respectabele staat van dienst. Het wordt vaak gebruikt in de context van internationale of buitenlandse zaken, bijvoorbeeld ""een vergadering van staatslieden"". Of een persoon wel of niet een staatsman is, is een kwestie van opinie, alhoewel er in sommige gevallen een kleine controverse bestaat. Politici die worden beschouwd als staatslieden zijn meestal oud of overleden, met langlopende carrières.","De term staatsman of staatsvrouw is een term gebruikt om te verwijzen naar diplomaten en politici, veelal oud-regeringsleiders met een respectabele staat van dienst. Het wordt vaak gebruikt in de context van internationale of buitenlandse zaken, bijvoorbeeld \""een vergadering van staatslieden\"". Of een persoon wel of niet een staatsman is, is een kwestie van opinie, alhoewel er in sommige gevallen een kleine controverse bestaat. Politici die worden beschouwd als staatslieden zijn meestal oud of overleden, met langlopende carrières.","de term staatsman is een term gebruikt om te verwijzen naar diplomaten en politici, veelal oud-regeringsleiders met een respectabele staat van dienst. de term staatsman wordt vaak gebruikt in de context van internationale of buitenlandse zaken, bijvo"
Anatolij_Kinach,"Anatolij Kyrylovytsj Kinach ( Oekraïens: Анатолій Кирилович Кінах) ( Brătuşeni ( Edineț, Moldavië), 4 augustus 1954) is een Oekraïense politicus. Op 29 mei 2001 volgde de uit Mykolajiv afkomstige Kinach Viktor Joesjtsjenko op als minister-president van Oekraïne. Zijn hervormingsgezinde regering werd door president Koetsjma op 21 november 2002 naar huis gestuurd en vervangen door een nieuwe onder leiding van Viktor Janoekovytsj. Anatolij Kinach is leider van de Partij van Industriëlen en Ondernemers van Oekraïne (PPPU). Bij de presidentsverkiezingen van 2004 behaalde hij in de eerste ronde 0,93 % van de stemmen; in de tweede ronde steunde hij de kandidatuur van Joesjtsjenko. Op 26 maart 2006 deed hij mee aan de parlementsverkiezingen. Hij stond tweede op de lijst ""Ons Oekraïne"". Op 25 mei 2006 heeft hij zitting genomen in het parlement.","Anatolij Kyrylovytsj Kinach (Oekraïens: Анатолій Кирилович Кінах) ( (Edineț, Moldavië), 4 augustus 1954) is een Oekraïense politicus. Op 29 mei 2001 volgde de uit Mykolajiv afkomstige Kinach Viktor Joesjtsjenko op als minister-president van Oekraïne. Zijn regering werd door president Koetsjma op 21 november 2002 naar huis gestuurd en vervangen door een nieuwe onder leiding van Viktor Janoekovytsj. Anatolij Kinach is leider van de (PPPU). Bij de presidentsverkiezingen van 2004 behaalde hij in de eerste ronde 0,93 % van de stemmen; in de tweede ronde steunde hij de kandidatuur van Joesjtsjenko.","Kinach is leider van de Partij van Industri<unk>len en Ondernemers van Oekra<unk>ne (PPPU) bij de presidentsverkiezingen van 2004 behaalde hij in de eerste ronde 0,93 % van de stemmen; in de tweede ronde steunde hij de kandidatuur van Joesjtsjenko."
Stena_Line,"Stena Line is een grote Noord-Europese rederij die diverse roroveerdiensten exploiteert. Stena Line heeft een vloot van 35 vaartuigen en een uitgebreid routenetwerk in Europa, dat bestaat uit 18 ferryroutes verdeeld over de geografische markten Scandinavië, Ierse Zee en Noordzee. Het bedrijf is in 1962 opgericht door de Zweed Sten Allan Olsson toen hij de verbinding Skagen–Göteborg overnam. Stena Line is onderdeel van Stena AB, een bedrijf dat onder meer ook actief is in de tankvaart en offshore-industrie.","Stena Line is een Noord-Europese rederij die diverse roroveerdiensten exploiteert. Stena Line heeft een vloot van 35 vaartuigen en een uitgebreid routenetwerk in Europa, dat bestaat uit 18 ferryroutes verdeeld over de geografische markten Scandinavië, Ierse Zee en Noordzee. Het bedrijf is in 1962 opgericht door de Zweed toen hij de verbinding Skagen–Göteborg overnam. Stena Line is onderdeel van Stena AB, een bedrijf dat onder meer ook actief is in de en offshore-industrie.","Stena Line heeft een vloot van 35 vaartuigen en een uitgebreid routenetwerk in Europa, die bestaat uit 18 ferryroutes verdeeld over de geografische markten Scandinavi<unk>, Ierse Zee en Noordzee."
Hrithik_Roshan,"Hrithik Roshan (Hindi: ऋतिक रोशन, uitspraak: [/rɪt̪ɪk roːʃən/]), eig. Hrithik Roshanal Negrath (Bombay, 10 januari 1974) is een Indiase Bollywood-acteur. Hij is vooral bekend geworden door zijn hoofdrollen in Koi... Mil Gaya (2003), Krrish (2006), Dhoom 2 en Jodhaa Akbar (2008). Hij ontving vele prijzen en geldt als een van India's meest vooraanstaande acteurs.","Hrithik Roshan (Hindi: ऋतिक रोशन, uitspraak: [/rɪt̪ɪk roːʃən/]?), eig. Hrithik Roshanal Negrath (Bombay, 10 januari 1974) is een Indiase Bollywood-acteur. Hij is vooral bekend geworden door zijn hoofdrollen in Koi... Mil Gaya (2003), Krrish (2006), Dhoom 2 en Jodhaa Akbar (2008). Hij ontving vele prijzen en geldt als een van India's meest vooraanstaande acteurs.","Hrithik Roshanal Negrath (bombay, 10 januari 1974) is een indiase Bollywood-acteur. hij ontving vele prijzen en geldt als een van india's meest vooraanstaande acteurs."
Kameel,"De kameel (Camelus bactrianus) is een hoefdier uit de onderorde der eeltpotigen. In archaïsch Nederlands, bepaalde dialecten en sommige uitdrukkingen wordt hij ook kemel genoemd. De kameel verschilt van de dromedaris door het aantal bulten op de rug. De dromedaris heeft er een, de kameel twee. Vanouds kan kameel op beide soorten van het geslacht Camelus slaan. Daar het woord uit het Arabisch komt (جمل ǧamal), bedoelde men er oorspronkelijk zelfs vooral de dromedaris mee: de tweebultige kameel wordt in de Arabische wereld niet gehouden. Het woord kameel is afgeleid van de wortel ǧ-m-l 'schoonheid' en betekent dan ook zoveel als 'sierlijk beest'.","De kameel of bactrische kameel (Camelus bactrianus) is een evenhoevig zoogdier uit de familie der kameelachtigen. In archaïsch Nederlands, bepaalde dialecten en sommige uitdrukkingen wordt hij ook kemel genoemd. De kameel verschilt van de dromedaris door het aantal bulten op de rug. De dromedaris heeft er een, de kameel twee. Vanouds kan kameel op beide soorten van het geslacht Camelus slaan. Het woord komt uit het Arabisch (جمل ǧamal) en er werd oorspronkelijk zelfs vooral de dromedaris mee bedoeld: de tweebultige kameel wordt in de Arabische wereld niet gehouden. Het woord kameel is afgeleid van de wortel ǧ-m-l, schoonheid en betekent dan ook zoveel als sierlijk beest.",de kameel (Camelus bactrianus) is een hoefdier uit de onderorde der eeltpotigen. de kameel verschilt van de dromedaris door het aantal bulten op de rug.
Korsthagedissen,"Korsthagedissen  (Helodermatidae) zijn een familie van hagedissen (Lacertilia) die vertegenwoordigd wordt door twee moderne soorten; de Mexicaanse korsthagedis en het gilamonster. Korsthagedissen worden in vergelijking met andere hagedissen vrij groot, aangezien de totale lichaamslengte bijna een meter kan bedragen. Korsthagedissen hebben een plomp lichaam en zijn relatief langzaam. Ze hebben echter een giftige beet en worden hierdoor gevreesd door de lokale bevolking en staan bij het grote publiek bekend als gevaarlijk. Het uiterlijk wordt vaak beschreven als afschrikwekkend, wat te wijten is aan de gedrongen bouw en bulterige huid in combinatie met een opvallende zwarte basiskleur met afstekende roze tot gele vlekken. In beginsel zijn korsthagedissen echter schuw en weinig beweeglijk, gedocumenteerde fatale gevallen zijn zeldzaam en beten zijn meestal het gevolg van onzorgvuldigheid. Bij een beet zijn de hagedissen vasthoudend en door de krachtige kaakspieren zijn ze lastig te verwijderen. Deze eigenschap heeft het imago van korsthagedissen geen goed gedaan. Het verspreidingsgebied verschilt enigszins per soort en ook enkele uiterlijke kenmerken wijken iets af maar zowel de lichaamsbouw als de levenswijze van beide soorten is vrijwel identiek. De habitat bestaat uit subtropische tot droge gebieden met een struikachtige begroeiing zoals bossen, bergstreken en halfwoestijnen. Korsthagedissen zijn goed onderzocht waardoor er veel bekend is over de biologie, de levenswijze en de voortplanting. Vanwege de grotendeels verborgen levenswijze is echter nog niet alles bekend over de hagedissen en regelmatig worden nieuwe ontdekkingen gedaan. Recentelijk onderzoek naar bestanddelen van het gif wijst uit dat het complexe organische verbindingen bevat die gebruikt kunnen worden bij de behandeling van verschillende aandoeningen zoals diabetes type II en longkanker.Er zijn naast de twee moderne soorten ook wel andere hagedissen beschreven die tot de familie korsthagedissen worden gerekend. Deze zijn zonder uitzondering al lang geleden uitgestorven en alleen bekend als fossiel. Korsthagedissen komen tegenwoordig uitsluitend voor in Noord- en Midden-Amerika, fossielen van uitgestorven soorten echter zijn gevonden tot in Azië en Europa. Dit artikel beschrijft -tenzij anders vermeld- steeds de moderne soorten.","Korsthagedissen (Helodermatidae) zijn een familie van hagedissen (Lacertilia) die vertegenwoordigd wordt door twee nog levende soorten; de Mexicaanse korsthagedis en het gilamonster. Korsthagedissen worden in vergelijking met andere hagedissen vrij groot, aangezien de totale lichaamslengte bijna een meter kan bedragen. Korsthagedissen hebben een plomp lichaam en zijn relatief langzaam. Ze hebben echter een giftige beet en worden hierdoor gevreesd door de lokale bevolking en staan bij het grote publiek bekend als gevaarlijk. Het uiterlijk wordt vaak beschreven als afschrikwekkend, wat te wijten is aan de gedrongen bouw en bulterige huid in combinatie met een opvallende zwarte basiskleur met afstekende roze tot gele vlekken. In beginsel zijn korsthagedissen echter schuw en weinig beweeglijk,",korsthagedissen (Helodermatidae) zijn een familie van hagedissen (Lacertilia) die vertegenwoordigd wordt door twee moderne soorten; de mexicaanse korsthagedis en het gilamonster. Korsthagedissen hebben een plomp lichaa
594,Het jaar 594 is het 94e jaar in de 6e eeuw volgens de christelijke jaartelling.,Het jaar 594 is het 94e jaar in de 6e eeuw volgens de christelijke jaartelling.,het jaar 594 is het 94e jaar in de 6e eeuw volgens de christiane jaartelling.
Lijst_van_Franse_gouverneurs_van_Pondicherry,Dit is een lijst met de gouverneurs van de Franse kolonie Pondicherry (tegenwoordig: Puducherry) in India. Voor zover bekend zijn de jaartallen vermeld: Voor een overzicht van alle pagina's met betrekking tot India op Wikipedia zie India van A tot Z.,"Dit is een lijst met de gouverneurs van de Franse kolonie Pondicherry (officiële spelling: Puducherry) in India. Voor zover bekend zijn de jaartallen vermeld: \n* (vanaf 1674, eerste gouverneur) \n* (1726 - 1735) \n* (1735 - 1741) \n* Joseph François Dupleix (1742 - 1754) \n* (vanaf 1754) \n* Comte de Lally \n* \n* Thomas de Conway \n* .... Bonvin in de jaren 40 van de 20e eeuw Voor een overzicht van alle pagina's met betrekking tot India op Wikipedia zie India van A tot Z.",Dit is een lijst met de gouverneurs van de Franse kolonie Pondicherry (tegenwoordig: puducherry) in india. voor een overzicht van alle pagina's met betrekking tot india zie India van A tot Z.
Albrandswaard,"Albrandswaard ( Geluidsfragment  ) is een gemeente in de Nederlandse provincie Zuid-Holland die in 1985 is ontstaan door het samenvoegen van de gemeentes Rhoon en Poortugaal. Hierbij werd een gedeelte van het Poortugaals grondgebied afgestaan aan Rotterdam; dit maakt deel uit van de Rotterdamse deelgemeente Hoogvliet. De gemeente telt 25.036 inwoners (per 1 mei 2014, bron: CBS) en heeft een oppervlakte van 22,72 km². Veel inwoners zijn forensen die in Rotterdam werken.Het gemeentehuis bevindt zich sinds het najaar van 2006 in een kantorencomplex aan de Hofhoek in Poortugaal. Voorheen stond het aan de Viaductweg in Rhoon. Bedoeling is om tegen 2020 een nieuw gemeentehuis aan de oostkant van Rhoon, nabij de nieuwe gemeentewerf, te bouwen. Sinds 2000 is er een derde kern bij de al twee bestaande dorpen bijgekomen: Portland. Deze kern is samen met Carnisselande van Barendrecht onderdeel van de Vinex-locatie Midden-IJsselmonde. Een referendum onder de inwoners van Portland heeft uitgewezen dat zij graag als wijk onderdeel willen blijven van het dorp Rhoon in plaats als een zelfstandig dorp Portland binnen de gemeente Albrandswaard. Hierdoor werd Portland ook aangesloten op het Rotterdamse ""010""-net in plaats van het Barendrechtse ""0180"".De gemeentenaam is afgeleid van de voormalige heerlijkheid Albrantswaard en Kijvelanden.","Albrandswaard ( (info / uitleg)) is een gemeente in de Nederlandse provincie Zuid-Holland. De gemeente maakt deel uit van Metropoolregio Rotterdam Den Haag en de BAR-gemeenten (Barendrecht, Albrandswaard en Ridderkerk). De gemeentenaam is afgeleid van de voormalige heerlijkheid Albrantswaard en Kijvelanden.","Albrandswaard is een gemeente in de Nederlandse provincie Zuid-Holland die in 1985 is ontstaan door het samenvoegen van de gemeentes Rhoon en Poortugaal. De gemeente telt 25.036 inwoners (per 1 mei 2014, bron: CBS) en heeft"
Ptolemaeus_VI_Philometor,"Ptolemaeus VI Philometor (+/- 191 - 145 v.Chr.) waskoning van Egypte van 180 t/m 145 v.Chr.. Hij was een jaar of elf toen hij zijn vader Ptolemaeus V Epiphanes opvolgde en regeerde gezamenlijk met zijn moeder Cleopatra I tot zij stierf in 176 v.Chr.. Het jaar daarna trouwde hij met zijn zuster Cleopatra II. In 170 v.Chr. begon Antiochus IV de zesde Syrische oorlog en viel tweemaal Egypte binnen. Hij werd zelfs als koning van Egypte gekroond maar de senaat van Rome dwong hem de titel weer op te geven. Daarna werd van 169- 164 v.Chr. het land gezamenlijk geregeerd door Ptolemaeus VI, zijn zuster-eega Cleopatra en een jongere broer Ptolemaeus VIII. Ptolemaeus VI werd in 164 v.Chr. door zijn jongere broer van de troon gestoten en ging naar Rome waar hij de steun van Cato verwierf. Hij werd daardoor weer op de troon hersteld maar de Alexandrijnen kwamen in opstand tegen hem. Hij sloeg de rebellie wreed neer en wist daardoor de troon te behouden. In een poging de grenzen met Syrië veilig te stellen, arrangeerde Ptolemaeus een huwelijk tussen zijn dochter Cleopatra Thea en Alexander Balas, toen deze koning van Syrië werd (150 v.Chr.). Toen het draagvlak voor Alexander in Syrië echter snel afbrokkelde, trok Ptolemaeus zijn steun aan Alexander in en gaf hij zijn dochter tot vrouw aan Demetrius II Nicator. Ptolemaeus sneuvelde in Syrië in een gewapend treffen met de troepen van Alexander Balas.",Ptolemaeus VI Philometor (+/- 191 - 145 v.Chr.) waskoning van Egypte van 180 t/m 145 v.Chr.. Hij was een jaar of elf toen hij zijn vader Ptolemaeus V Epiphanes opvolgde en regeerde gezamenlijk met zijn moeder Cleopatra I tot zij stierf in 176 v.Chr.. Het jaar daarna trouwde hij met zijn zuster Cleopatra II.,Ptolemaeus VI Philometor (+/- 191 - 145 v.Chr.) waskoning van Egypte van 180 t/m 145 v.Chr. hij was een jaar of elf toen hij zijn vader Ptolemaeus V epiphanes opvolgde en regeerde gezamenlijk 
Londerzeel,"Londerzeel is een plaats en gemeente in de Belgische provincie Vlaams-Brabant. De gemeente telt iets meer dan 18.000 inwoners. De inwoners worden Londerzelenaren of ""Kiekenplukkers"" genoemd en hun patroonheilige is Sint-Christoffel.","Londerzeel is een plaats en gemeente in de Belgische provincie Vlaams-Brabant. De gemeente telt ruim 18.000 inwoners. De inwoners worden Londerzelenaren of \""Kiekenplukkers\"" genoemd en hun patroonheilige is Sint-Christoffel.",Londerzeel is een plaats en gemeente in de Belgische provincie Vlaams-Brabant. de gemeente telt iets meer dan 18.000 inwoners.
555,Het jaar 555 is het 55e jaar in de 6e eeuw volgens de christelijke jaartelling.,Het jaar 555 is het 55e jaar in de 6e eeuw volgens de christelijke jaartelling.,het jaar 555 is het 55e jaar in de 6e eeuw volgens de christiane jaartelling. het jaar 555 is het 55e jaar in de 6e eeuw.
Bedreigde_soort,"Bedreigde soort is de status van een soort in een bepaald gebied die beschrijft dat het voortbestaan ervan in het betreffende gebied op het spel staat. Veel staten en internationale organisaties van staten hebben speciale wetten, verdragen en richtlijnen die moeten voorkomen dat soorten uitsterven, bijvoorbeeld door het leefgebied te beschermen, of door activiteiten die soorten bedreigen te reguleren.","Bedreigde soort is de status van een soort in een bepaald gebied die beschrijft dat het voortbestaan ervan in het betreffende gebied op het spel staat. Veel staten en internationale organisaties van staten hebben speciale wetten, verdragen en richtlijnen die moeten voorkomen dat soorten uitsterven, bijvoorbeeld door het leefgebied te beschermen, of door activiteiten die soorten bedreigen te reguleren.",bedreigde soort is de status van een soort in een bepaald gebied die beschrijft dat het voortbestaan ervan in het betreffende gebied op het spel staat.
Ivoor,"Ivoor (soms ook: elpenbeen of elp) is het harde, witgekleurde materiaal afkomstig van de slagtanden van landdieren zoals olifanten, nijlpaarden of mammoeten, of zeedieren zoals de walrus of narwal. Deze tanden kunnen tot drie meter lang worden en wel 100 kilogram wegen. Ook zou de mythologische eenhoorn een ivoren hoorn dragen. Het meeste ivoor is afkomstig uit de binnenlanden van Afrika. Al in de oudste beschavingen werd ivoor gebruikt voor de vervaardiging van beeldjes of om erop te tekenen; de bloeitijd van de beeldhouwkunst in ivoor lag in de 14e eeuw. In de 20e eeuw werd ivoor vooral gebruikt in de kunstnijverheid, in de biljartballenindustrie en in de pianobouw, waar de toetsen met ivoor werden belegd. Naast olifanten worden ook walrussen wel gejaagd voor hun walrusivoor. Ook het fossiele ivoor van de mammoet — vooral uit Siberië — wordt wel gebruikt. Omdat dit vaak lang in de grond heeft gezeten, is het donkerder van kleur, soms zelfs bijna zwart. De jacht op olifanten ten behoeve van het ivoor was een van de oorzaken van een sterke daling van het aantal olifanten. Om de illegale jacht op olifanten te ontmoedigen werd in 1989 elke handel in ivoor verboden. Sinds het aantal olifanten in Afrika weer is toegenomen, is de handel in ivoor onder strikte voorwaarden weer toegestaan.","Ivoor (soms ook: elpenbeen of elp) is het harde, witgekleurde materiaal afkomstig van de slagtanden van landdieren zoals olifanten, nijlpaarden of mammoeten, of zeedieren zoals de walrus of narwal. Deze tanden kunnen tot drie meter lang worden en wel 100 kilogram wegen. Het meeste ivoor is afkomstig uit de binnenlanden van Afrika. Naast olifanten worden ook walrussen wel gejaagd voor hun walrusivoor. Ook het fossiele ivoor van de mammoet — vooral uit Siberië — wordt wel gebruikt. Doordat dit vaak lang in de grond heeft gezeten, is het donkerder van kleur, soms zelfs bijna zwart.","ivoor is het harte, witgekleurde materiaal afkomstig van de slagtanden van landdieren zoals olifanten, nijlpaarden of mammoeten, of zeedieren zoals de walrus of narwal. olifanten worden ook walrussen wel g"
Hemelumer_Oldeferd,"Hemelumer Oldeferd ( Fries: Himmelumer Aldefurd) is een voormalige gemeente in het zuidwesten van de provincie Friesland ( Nederland) en heeft bestaan tot 1984. Hemelumer Oldeferd was gelegen aan het IJsselmeer. Na de gemeentelijke herindeling op 1 januari 1984 is Hemelumer Oldeferd opgesplitst in twee delen. Een groot deel is samen met de stadjes Workum, Hindeloopen en Stavoren opgegaan in de nieuwe gemeente Nijefurd. Een klein deel in het oosten met de dorpen Elahuizen, deels voorheen Nijega, Kolderwolde en Oudega is samen met de gemeenten Gaasterland en Sloten opgegaan in de nieuwe gemeente Gaasterland.",Hemelumer Oldeferd (Fries: Himmelumer Aldefurd) is een voormalige gemeente in het zuidwesten van de provincie Friesland (Nederland) en heeft bestaan tot 1984. Hemelumer Oldeferd was gelegen aan het IJsselmeer.,Hemelumer Oldeferd is een voormalige gemeente in het zuidwesten van de provincie Friesland ( Nederland) en heeft bestaan tot 1984.
Candide,"Candide, ou l'optimisme is een literair-filosofisch en humoristisch verhaal van Voltaire, geschreven in 1759. Het is een satire op de ideeën van de Duitse filosoof Leibniz wiens optimistische levensvisie (""Dit is de beste van alle mogelijke werelden"") door Dr. Pangloss wordt verwoord en door Voltaire genadeloos op de korrel wordt genomen.","Candide, ou l'optimisme is een literair-filosofisch en humoristisch verhaal van Voltaire, geschreven in 1759. Het is een satire op de ideeën van de Duitse filosoof Leibniz wiens optimistische levensvisie – dit is de beste van alle mogelijke werelden – door dr. Pangloss wordt verwoord en door Voltaire genadeloos op de korrel wordt genomen.","Candide, ou l'optimisme is een literair-filosofisch en humoristisch verhaal van voltaire, geschreven in 1759. het is een satire op de idee<unk>n van de duitse filosoof Leibniz wiens optimistische levensvisie (""Dit is de beste van alle mogelijke were"
Assendelft,"Assendelft is een lintdorp in de provincie Noord-Holland. Het dorp heeft de langste Dorpsstraat van heel Nederland en het loopt van het Noordzeekanaal tot aan Krommenie. Assendelft is van oorsprong opgedeeld in verschillende buurtschappen, het Noordeinde, Kerkbuurt en Zuideinde. Later zijn daar Langeheit en wat overgebleven was van de plaats Buitenhuizen bijgekomen. Aan de westkant kent Assendelft een groot poldergebied, met onder meer een deeltje van het buurtschap Busch en Dam. Aan de oostkant van Assendelft zijn de buurtschappen Vrouwenverdriet en Nauerna gelegen.Assendelft had in 2013 22.346 inwoners. Assendelft was tot 1974 een zelfstandige gemeente en was qua oppervlakte de grootste gemeente in de Zaanstreek (daarna Zaandam). In 1974 is Assendelft opgegaan in de gemeente Zaanstad.","Assendelft is een lintdorp in de provincie Noord-Holland. Het dorp is van oorsprong opgedeeld in verschillende buurtschappen, het Noordeinde, de Kerkbuurt en het Zuideinde. Later zijn daar Langeheit en wat overgebleven was van de plaats Buitenhuizen bij gekomen. Aan de westkant kent Assendelft een groot poldergebied, met onder meer een deel van de buurtschap Busch en Dam. Aan de oostkant van Assendelft zijn de buurtschappen Vrouwenverdriet en Nauerna gelegen.",Assendelft is een lintdorp in de provincie Noord-Holland. Het dorp heeft de langste Dorpsstraat van heel Nederland en het loopt van het Noordzeekanaal tot aan Krommenie.
Beurstraverse,"De Beurstraverse (bijnaam: de Koopgoot)  is een winkelstraat in de Nederlandse stad Rotterdam. De straat ligt onder het straatniveau van de Coolsingel. Boven de Beurstraverse bevindt zich het Beurs World Trade Center Rotterdam.Oorspronkelijk was de traverse uitsluitend een deel van de uitgang van metrostation Beurs en tevens bedoeld om voetgangers de drukke Coolsingel over te laten steken. De praktijk pakte echter anders uit; op drukke winkeldagen stond het autoverkeer op de Coolsingel stil om steeds de voetgangers over te laten steken. Tussen 1991 en 1996 is de traverse samen met het Beursplein aangepakt en aantrekkelijker gemaakt. Sindsdien is de stagnatie van het autoverkeer sterk verminderd. De Beurstraverse is nu een onderdeel van het Beursplein Rotterdam, het winkelhart van het centrum van Rotterdam. Tot de door de Nederlandse architect Pi de Bruijn ontworpen Beurstraverse behoren ook de Beursgallery, The Mall, Rode zand en gedeeltelijk de Hoogstraat tot dit gebied. De meeste winkels gelegen in de Beurstraverse bevinden zich uitsluitend op dit lagere niveau, maar de grote warenhuizen zoals C&A en de Bijenkorf hebben hier ook een ingang via welke men naar het hogere niveau kan komen. Daar bevinden zich ook de Beursgallery en The Mall.Ook de ingang van metrostation Beurs is nog altijd via de Beurstraverse te bereiken.Vanaf het oostelijk deel van de koopgoot komt men op de Hoogstraat. Vanaf het westelijk deel op de Van Oldenbarneveltplaats en de Lijnbaan.",De Beurstraverse (ofwel Koopgoot) is een winkelstraat in de Nederlandse stad Rotterdam. De straat ligt onder het straatniveau van de Coolsingel. Boven de Beurstraverse bevindt zich het Beurs World Trade Center Rotterdam.Oorspronkelijk was de traverse uitsluitend een deel van de uitgang van metrostation Beurs en tevens bedoeld om voetgangers de drukke Coolsingel over te laten steken. De praktijk pakte anders uit; op drukke winkeldagen stond het autoverkeer op de Coolsingel stil om steeds de voetgangers over te laten steken. Tussen 1991 en 1996 is de traverse samen met het Beursplein aangepakt en aantrekkelijker gemaakt. Sindsdien is de stagnatie van het autoverkeer sterk verminderd. De doorgang met z'n vele winkels werd door de meeste Rotterdammers al snel 'Koopgoot' genoemd.,de Beurstraverse is een winkelstraat in de Nederlandse stad Rotterdam. de straat ligt onder het straatniveau van de Coolsingel en bevindt zich het Beurs World Trade Center Rotterdam.
Antoine_Perrenot_de_Granvelle,"Antoine Perrenot de Granvelle ( Besançon, 20 augustus 1517 – Madrid, 21 september 1586) was een staatsman in dienst van de Habsburgers. Hij was afkomstig uit de Franche-Comté, een deel van de Bourgondische erflanden, dat in zijn tijd in handen was van Karel V en later van diens zoon Filips II. Hij was een man van de harde lijn, die vond dat de roerige provincies een lesje geleerd moest worden. Als zoon van de invloedrijke Nicolas Perrenot de Granvelle maakte hij snel carrière, hoewel hij niet van adellijke afkomst was. Hij promoveerde net als zijn vader tot doctor in de rechten te Dole en werd raadsheer bij het parlement (""gerechtshof"") in die stad. Hij werkte een tijdje als bureaucraat voor de Habsburgmonarchie en werd reeds op 21-jarige leeftijd bisschop van Atrecht. Na de dood van zijn vader in 1550 volgde hij deze op als staatssecretaris en grootzegelbewaarder van Karel V. In Brussel liet hij een magnifiek renaissancepaleis bouwen. Hij werkte aan de totstandkoming van het huwelijk van Karels zoon Filips II met Maria Tudor en had een groot aandeel in de realisatie van de verdragen van Vaucelles (1556) en Cateau-Cambrésis (1559). Granvelle was de belangrijkste adviseur van Filips II in de jaren die aan de Tachtigjarige oorlog vooraf gingen en droeg bij aan het verscherpen van de conflicten in de Nederlanden. Hoewel zelf geneigd tot terughoudendheid, voerde hij loyaal ook de meest extreme maatregelen van Filips II uit. Nadat deze de Nederlanden had verlaten, werd Granvelle een van de meest invloedrijke raadgevers van landvoogdes Margaretha van Parma aan het Brusselse hof. Het leverde hem een benoeming op tot de kardinaal-aartsbisschop van het nieuwe aartsbisdom Mechelen (1561). Hij betrok er het Hof van Savoye. Vanaf dit moment werd hij door de Nederlandse adel steeds meer beschouwd als een exponent van de gehate regering. Dit bracht hem ertoe om in maart 1564 zijn bisdom te verlaten en op advies van de koning naar de Franche-Comté terug te keren.Een tijd later werd hij tot gezant te Rome benoemd, waar hij een groot aandeel had in de vorming van een anti-Turkse liga. Als onderkoning van Napels werkte hij in 1571 aan de voorbereiding van de Slag bij Lepanto. In 1575 keerde hij naar Rome terug en uit zijn correspondentie met koning Filips blijkt dat hij zich opnieuw ging bemoeien met de Nederlanden. Zo stemde hij in met het sturen van de hertog van Alva en met de instelling van diens Raad van Beroerten, maar uiteindelijk keurde hij het bloedige optreden van Alva af. Ook bewoog hij de koning ertoe Willem van Oranje vogelvrij te verklaren en diens zoon te ontvoeren en (in 1578) de militaire en burgerlijke macht op te splitsen, resp. in handen van Alexander Farnese en Margaretha van Parma. In 1579 ontbood de koning hem tenslotte naar Madrid en belastte hem daar met de Nederlandse zaken en met de diplomatieke betrekkingen met Engeland en Frankrijk. In deze hoedanigheid was hij zijn koning nog zes jaar nauwgezet van dienst, zij het met afnemende invloed. Als dank voor zijn diensten werd Granvelle nog in 1584 tot aartsbisschop van Besançon benoemd. Hij overleed te Madrid in 1586. Zijn stoffelijk overschot werd bijgezet in Besançon.","Antoine Perrenot de Granvelle (Ornans, 20 augustus 1517 – Madrid, 21 september 1586) was een staatsman in dienst van de Habsburgers. Hij was afkomstig uit de Franche-Comté, een deel van de Bourgondische erflanden, dat in zijn tijd in handen was van Karel V en later van diens zoon Filips II. Hij was een man van de harde lijn, die vond dat de roerige provincies een lesje geleerd moest worden.","Antoine Perrenot de Granvelle was een staatsman in dienst van de Habsburgers. hij was afkomstig uit de Franche-Comté, een deel van de Bourgondische erflanden. hij promoveerde net als zijn vader tot doctor in de rechten te Dole en wer"
