url,abstract,short_abstract,BART_sum
Goeroe_Granth_Sahib,"De Goeroe Granth Sahib ( Gurmukhi: ਸ੍ਰੀ ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਜੀ, Devanagari: स्री गुरु ग्रंथ साहिब जी) of Ādi Granth is het heilige boek van de sikhs. Het is tevens de elfde goeroe van de sikhs, en het boek wordt daarom met grote eerbied behandeld. De Tiende Goeroe, Goeroe Gobind Singh Ji, was de laatste menselijke Goeroe. Hij heeft in 1708 de Goeroe Granth Sahib benoemd tot de permanente Goeroe van de Sikhs. Hij riep de Sikhs op om de Goeroe Granth Sahib te eren als het lichaam en geest van de tien eerdere menselijke goeroe’s. Het heilige boek is geschreven in het Gurmukhi schrift (Punjabi alfabet, ontwikkeld door de goeroes) en bevat de woorden en verzen zoals deze daadwerkelijk door de Sikh Goeroe’s zijn uitgesproken. Gedurende het leven van de goeroes werd het heilige boek gecompileerd. Dit schrift is het enige in de wereld, dat door de oprichters zelf is opgesteld. De Goeroe Granth Sahib vormt in feite het ‘hart’ van het Sikhisme. Doordat het goddelijke licht, Jot, in volledige omvang behouden is gebleven in de Goeroe Granth Sahib. Voor de Sikhs is de Goeroe Granth Sahib de manifestatie van de Jot (het goddelijke licht) van de goeroe en daardoor ‘leeft’ Goeroe Nanak voort in de Sikh religie.","De Goeroe Granth Sahib (Gurmukhi: ਸ੍ਰੀ ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਜੀ, Devanagari: स्री गुरु ग्रंथ साहिब जी) of Ādi Granth is het heilige boek van de sikhs. Het is tevens de elfde goeroe van de sikhs, en het boek wordt daarom met grote eerbied behandeld. De tiende Goeroe, Goeroe Gobind Singh Ji, was de laatste menselijke Goeroe. Hij heeft in 1708 de Goeroe Granth Sahib benoemd tot de permanente Goeroe van de Sikhs. Hij riep de Sikhs op om de Goeroe Granth Sahib te eren als het lichaam en geest van de 10 eerdere menselijke goeroe’s.","summarize: De Goeroe Granth Sahib ( Gurmukhi: Poslovni Europejskiego Europejskiego, Devanagari: स्री गुरु ग्रंथ साहिब जी) din Ādi Granth este cartea sfântă a sikhilor. Este totodată cea de-a opta goeroe a sikhilor, iar cartea este tratată cu grote eerbied. Tiende Goeroe, Goeroe Gobind Singh Ji, a fost ultima goeroe umană"
Erik_Dekker,"Erik Dekker (Hoogeveen, 21 augustus 1970) is een voormalige Nederlandse profwielrenner. Hij was profwielrenner van 1992 tot 2006. Sinds 2007 is Erik Dekker actief als ploegleider bij de Rabobank Wielerploeg, vanaf 2013 is deze Belkin Pro Cycling genaamd.","Erik Dekker (Hoogeveen, 21 augustus 1970) is een voormalig Nederlands wielrenner. Hij was beroepsrenner van 1992 tot 2006. Van 2007 tot en met 2015 was Erik Dekker actief als ploegleider bij de Rabobank Wielerploeg. Vanaf 2014 leeft deze ploeg voort onder de naam Team LottoNL-Jumbo.","summarize: Erik Dekker (Hoogeveen, 21 august 1970) este un fost sportiv olandez. Hij a fost sportiv din 1992 până în 2006. În 2007 este Erik Dekker activ ca ploegleider la Rabobank Wielerploeg, începând cu 2013 este deze Belkin Pro Cycling numit."
Rafah,"Rafah is een stad in de Gazastrook, maar ook een grensplaats in Egypte. De twee steden worden gescheiden door de barrière tussen Egypte en de Gazastrook. De Arabische naam wordt uitgesproken als Rafach; de Hebreeuwse naam is Rafiach. Rafah is een van de belangrijkste steden in de Gazastrook. De stad ligt in het zuidwesten van het gebied, op de grens met Egypte. Het - sinds jaren gesloten - internationale vliegveld van Gaza bevindt zich ten zuidoosten van Rafah. Anno 2007 heeft de stad 121.710 inwoners, het naburige vluchtelingenkamp (Rafah Camp), 34.805. Bij Rafah bevinden zich archeologische plaatsen. In de oudheid heette de stad Raphia. De Arabieren veroverden de stad in 634, waarna het een belangrijke marktplaats werd met tevens een aanzienlijke joodse gemeenschap. De stad werd vernietigd aan het einde van de 12e eeuw. Regelmatig komt de stad in het nieuws vanwege wapensmokkel uit Egypte die in deze stad plaatsvindt, en militaire acties die eerst door het Israëlische leger en tegenwoordig door het Egyptische leger hiertegen werden ondernomen. De smokkel van wapens vindt doorgaans plaats door tunnels die onder de grens door tot in het Egyptische schiereiland Sinaï lopen. Als gevolg hiervan besloot president Abdel Fattah al-Sisi tot het creëren van een bufferzone door 10.000 mensen te laten verhuizen om daar een strook te creëren dat een met water gevulde gracht wordt.","Rafah is een Palestijnse stad in de Gazastrook, sinds 1948 voor een groot deel ook vluchtelingenkamp, maar ook een grensplaats in Egypte. Rafah is een van de belangrijkste steden in de Gazastrook. Rafah is de hoofdstad van het Gouvernement Rafah en ligt ongeveer 30 kilometer ten zuiden van de stad Gaza.In 1982 is de oorspronkelijke stad Rafah gesplitst en ligt er ook een stad Rafah in Egypte. De twee steden zijn gescheiden door de barrière tussen Egypte en de Gazastrook. Het centrum van de stad is bovendien gesloopt waardoor een bufferzone werd gevormd.. De Arabische naam wordt uitgesproken als Rafach; de Hebreeuwse naam is Rafiach.","summarize: Rafah este un oraş din Fâşia Gaza, dar şi un punct de frontieră din Egipt. Cele două oraşe sunt separate de graniţa dintre Egipt şi Fâşia Gaza. Numele arab se traduce prin Rafach; numele elveţian se traduce prin Rafiach. Rafah este unul dintre cele mai importante oraşe din Fâşia Gaza. Oraşul se află în sud-vestul zonei, la grani"
Bruno_de_Grote,"De heilige Bruno de Grote ( 925 - Reims, 11 oktober 965) was aartsbisschop van Keulen, hertog van Lotharingen en aartskanselier van het Heilige Roomse Rijk. Vaak wordt hij verward met de heilige Bruno van Keulen, de stichter van de kartuizers. Bruno de Grote is een typische heilige van rond het jaar 1000: hij behoorde tot de rijksadel en was verweven met de wereldlijke politiek van zijn tijd. Toch is hij pas in 1870 heilig verklaard. Bruno was een zoon van keizer Hendrik de Vogelaar en de heilige Mathilde van Ringelheim. Zijn broer was keizer Otto I. Bruno genoot zijn opleiding bij bisschop Balderik van Utrecht. Er waren in zijn persoon meerdere ambten verenigd: sinds 940 was hij aartskanselier en sinds 951 tevens aartskapelaan van het rijk, van 953 - 959 de laatste hertog van Lotharingen en vanaf 953 aartsbisschop van Keulen en abt van de machtige abdijen Lorsch en Corvey. Hij stichtte zelf te Keulen de Sankt Pantaleonabdij, waar hij begraven werd. Zijn feestdag is 11 oktober.","De heilige Bruno de Grote (925 - Reims, 11 oktober 965) was aartsbisschop van Keulen, hertog van Lotharingen en aartskanselier van het Heilige Roomse Rijk. Vaak wordt hij verward met de heilige Bruno van Keulen, de stichter van de kartuizers. Bruno de Grote is een typische heilige van rond het jaar 1000: hij behoorde tot de rijksadel en was verweven met de wereldlijke politiek van zijn tijd. Toch is hij pas in 1870 heilig verklaard. Zijn feestdag is 11 oktober.","summarize: Sfântul Bruno de Mare ( 925 - Reims, 11 octombrie 965) a fost arhiepiscop de Keulen, arhiepiscop de Lotharingen şi arhiepiscop de Râul Sfânt. Bruno de Mare este un sfânt tipic din jurul anului 1000: el este acompaniat de rijksadel şi acompaniat de politica mondială din timpul său. Bruno a fost heilig în 1870. Bruno a"
Manipur,Manipur is een deelstaat in het uiterste noordoosten van India op de grens met Myanmar. De hoofdstad is Imphal en de staat heeft 2.166.788 (2001) inwoners.,"Manipur is een deelstaat van India, gelegen in het uiterste noordoosten van het land. De hoofdstad is Imphal en de staat heeft ruim 2,5 miljoen inwoners (2011). Manipur grenst aan drie andere Indiase deelstaten: Nagaland in het noorden, Assam in het westen en Mizoram in het zuidwesten. In het zuiden en oosten grenst de staat aan Myanmar.","summarize: Manipur este een deelstaat în het uiterste noordoosten din India, la graniţa cu Myanmar. De hoofdstad este Imphal şi de staat are 2.166.788 (2001) locuitori."
Stijn_Coninx,"Augustijn Robert Marguerite (Stijn) baron Coninx (Neerpelt, 21 februari 1957) is een Belgisch cineast.","Augustijn Robert Marguerite (Stijn) baron Coninx (Neerpelt, 21 februari 1957) is een Belgisch cineast.","rezumat: Augustijn Robert Marguerite (Stijn) baron Coninx (Neerpelt, 21 februarie 1957) este o cineastă belgiană de anvergură."
Kringproces,"Een kringproces is een proces in een thermodynamisch systeem waarbij een arbeidsmedium een reeks van toestandsveranderingen doorgaat, zodanig dat de eindtoestand van het arbeidsmedium gelijk is aan de begintoestand. Hierbij wordt in een positief kringproces mechanische arbeid verricht en in een negatief kringproces warmte afgevoerd, zoals het geval is bij een koelmachine of warmtepomp. Bij een gesloten kringproces wordt het arbeidsmedium opnieuw gebruikt, terwijl dit bij een open kringproces vervangen wordt. De hoeveelheid warmte die in het kringproces wordt gebruikt, is gelijk aan de hoeveelheid arbeid die wordt geleverd. Niet alle door het kringproces geleverde warmte of arbeid is in de vorm van nuttige warmte of arbeid (beide vormen van energie). De verhouding tussen de hoeveelheid nuttige energie en de totale energie (in de vorm van warmte of arbeid) in het kringproces bepaalt de efficiëntie van het kringproces. Een kringproces met een rendement van 100% is volgens de tweede wet van de thermodynamica niet realiseerbaar. Enige bijzondere kringprocessen zijn:","Een kringproces is een proces in een thermodynamisch systeem waarbij een een reeks van doorgaat, zodanig dat de eindtoestand van het arbeidsmedium gelijk is aan de begintoestand. Hierbij wordt in een positief kringproces mechanische arbeid verricht, zoals in het geval van een warmtemotor of een verbrandingsmotor, en in een negatief kringproces warmte afgevoerd, zoals het geval is bij een koelmachine of warmtepomp. Bij een wordt het arbeidsmedium opnieuw gebruikt, terwijl dit bij een open kringproces vervangen wordt. Enige bijzondere kringprocessen zijn:","summarize: Un kringproces este un proces într-un sistem thermodynamic în care un arbeidsmedium obţine o serie de schimbări de situaţie, în aşa fel încât durata finală a arbeidsmediului să fie egală cu durata iniţială. În un kringproces pozitiv se desfăşoară muncă mecanică şi în un proces negativ se produce încălzire în cadrul unui kringproces, aşa cum se întâmplă în cazul unei maşini de încălzire"
Ramp,"Een ramp of catastrofe is een gebeurtenis waarbij een ernstige verstoring van de openbare veiligheid is ontstaan, waarbij het leven en de gezondheid van vele personen, het milieu of grote materiële belangen in ernstige mate worden bedreigd of zijn geschaad, en waarbij een gecoördineerde inzet van diensten en organisaties van verschillende disciplines is vereist om de dreiging weg te nemen of de schadelijke gevolgen te beperken. Bij een ramp zijn veel mensen en instanties betrokken. Dat kan zijn in de rol van slachtoffer, gedupeerde, hulpverlener, bestuurder, nabestaande of anderszins. In sommige gevallen wordt er ook gesproken van een crisis.Daarnaast kan er sprake zijn van:","Een ramp of catastrofe is een gebeurtenis waarbij een ernstige verstoring van de openbare veiligheid is ontstaan, waarbij het leven en de gezondheid van vele personen, het milieu of grote materiële belangen in ernstige mate worden bedreigd of zijn geschaad, en waarbij een gecoördineerde inzet van diensten en organisaties van verschillende disciplines is vereist om de dreiging weg te nemen of de schadelijke gevolgen te beperken. \n* omvangrijke schade \n* een groot getroffen gebied \n* grote maatschappelijke impact.","summarize: O rampă de catastrofă este o întâmplare în care apare o deteriorare gravă a securităţii publice, în care vieţile şi sănătatea a numeroase persoane, mediul unor importante interese materiale sunt ameninţate în mod grav de pierderea lor şi în care o implicare coordonată a serviciilor şi organizaţiilor din diferite discipline este necesară pentru a preveni tergiversarea consecinţelor dăunătoare, în care o rampă implică multe"
Hippolyte_Fizeau,"Armand Hippolyte Louis Fizeau ( Parijs, 23 september 1819 - Venteuil, 18 september 1896) was een Frans natuurkundige. Fizeau begon zijn carrière met onderzoek naar verbeteringen in het fotografisch proces. Later bestudeerde hij samen met Léon Foucault de interferentie van licht en warmte. Samen maakten zij de eerste foto van de zon. In 1848 ontdekte hij het dopplereffect bij elektromagnetische golven. Vervolgens werkte hij aan een methode om de snelheid van het licht te bepalen, waarvan hij in 1849 de resultaten publiceerde. In 1850 mat hij samen met E. Gounelle de snelheid van elektriciteit in een geleider. In 1853 beschreef hij het gebruik van een condensator om de efficiëntie van een inductiespoel te verbeteren. Vervolgens deed hij onderzoek naar uitzetting van vaste stoffen en paste hij interferentie toe op onderzoek naar breking van licht in kristallen. Zo gebruikte hij de Newtonringen om de natrium D-lijn te splitsen. In 1860 werd hij lid van de Académie française en in 1878 van het Bureau des longitudes. Hij is een van de 72 Fransen wier namen op de Eiffeltoren gegrift staan.","Armand Hippolyte Louis Fizeau (Parijs, 23 september 1819 - Venteuil, 18 september 1896) was een Franse natuurkundige. Fizeau begon zijn carrière met onderzoek naar verbeteringen in het fotografisch proces. Later bestudeerde hij samen met Léon Foucault de interferentie van licht en warmte. Samen maakten zij de eerste foto van de zon. In 1848 ontdekte hij het dopplereffect bij elektromagnetische golven. Vervolgens werkte hij aan een methode om de snelheid van het licht te bepalen, waarvan hij in 1849 de resultaten publiceerde. In 1850 mat hij samen met de snelheid van elektriciteit in een geleider.","summarize: Armand Hippolyte Louis Fizeau (Parijs, 23 septembrie 1819 - Venteuil, 18 septembrie 1896) a fost un naturist francez. Fizeau şi-a început cariera cu cercetările privind îmbunătăţirea procesului fotografic. Mai târziu a susţinut împreună cu Léon Foucault interferenţa luminii şi încălzirii, împreună cu el a făcut prima fotografie a soarelui, în 1848 a descoperit doppler"
Strom_Thurmond,"James Strom Thurmond (Edgefield (South Carolina), 5 december 1902 – aldaar, 26 juni 2003) was een Amerikaans politicus, eerst van de Democratische Partij en later de Republikeinse Partij. Hij was de gouverneur van South Carolina van 1947 tot 1951. Hij was senator voor South Carolina van 1954 tot 2003, met een korte onderbreking in 1956. Met 100 jaar en 6 maanden is hij de oudste zittende senator ooit, terwijl de duur van zijn senatorschap (47 jaar en 5 maanden) ten tijde van zijn overlijden een record was, dat echter later door Robert Byrd werd verbroken. In 1948 was hij pro-segregatie kandidaat voor het Amerikaanse presidentschap.","James Strom Thurmond (Edgefield (South Carolina), 5 december 1902 – aldaar, 26 juni 2003) was een Amerikaans politicus, eerst van de Democratische Partij en later de Republikeinse Partij. Hij was de gouverneur van South Carolina van 1947 tot 1951. Hij was senator voor South Carolina van 1954 tot 2003, met een korte onderbreking in 1956. Met de leeftijd van 100 jaar en 6 maanden is hij de oudste zittende senator ooit, terwijl de duur van zijn senatorschap (47 jaar en 5 maanden) ten tijde van zijn overlijden een record was, dat echter later door Robert Byrd werd verbroken. In 1948 was hij pro-segregatie kandidaat voor het Amerikaanse presidentschap.","summarize: James Strom Thurmond (Edgefield (South Carolina), 5 decembrie 1902 – aldaar, 26 iunie 2003) a fost un politician american, iniţial membru al Partidului Democrat şi ulterior al Partidului Republican. El a fost gouverneur al Carolina de Sud din 1947 până în 1951. El a fost senator pentru Carolina de Sud din 1954 până în 2003, cu o scurtă întrerupere în 1956. Cu 100 de ani şi 6 luni"
Geluidsdruk,"Geluidsdruk is een snelle lokale drukvariatie in lucht of een ander medium rondom de heersende statische druk. Een lokale geluidsdruk wordt veroorzaakt door een lopende of staande geluidsgolf. In lucht is de statische druk gelijk aan de atmosferische druk. In lucht kan de geluidsdruk gemeten worden met een microfoon bevestigd op een meetinstrument, een geluidsmeter. In water kan de geluidsdruk gemeten worden met een hydrofoon en bijbehorende elektronica. Een sterker geluid heeft een grotere maximale momentane druk dan een zwakker geluid. De amplitude van de drukwisselingen rond de evenwichtsdruk is dan groter.","Geluidsdruk is een snelle lokale drukvariatie in lucht of een ander medium rondom de heersende statische druk. Een lokale geluidsdruk wordt veroorzaakt door een lopende of staande geluidsgolf. In lucht is de statische druk gelijk aan de atmosferische druk. In lucht kan de geluidsdruk gemeten worden met een microfoon bevestigd op een meetinstrument, een geluidsmeter. In water kan de geluidsdruk gemeten worden met een hydrofoon en bijbehorende elektronica.","summarize: Geluidsdruk este ovariaţie locală rapidă în lucht a unui alt mediu rondom de heersende statische presiune. O presiune locală este cauzată de un geluidsgolf poziţionat în mişcare. În lucht este presiunea statische egală cu presiunea atmosferică. În lucht poate fi obţinută o presiune atmosferică printr-un microfon fixat pe un meetinstrument, un geluidsmeter. În apă poate fi obţinut"
1103,Het jaar 1103 is het 3e jaar in de 12e eeuw volgens de christelijke jaartelling.,Het jaar 1103 is het 3e jaar in de 12e eeuw volgens de christelijke jaartelling.,summarize: Het year 1103 este het 3e an in de 12e eeuw volgens de christelijke Yeartelling.-----(Portugalia) - (Portugalia)-
Fred_Astaire,"Fred Astaire, geboren als Frederick Austerlitz (Omaha (Nebraska), 10 mei 1899 – Los Angeles, 22 juni 1987) was een Amerikaans film- en Broadway ballroom danser, zanger en acteur. Hij wordt vaak in een adem genoemd met Ginger Rogers, met wie hij tien films maakte.","Fred Astaire, geboren als Frederick Austerlitz (Omaha (Nebraska), 10 mei 1899 – Los Angeles, 22 juni 1987) was een Amerikaans film- en Broadway ballroom danser, choreograaf, zanger en acteur. Hij wordt vaak in een adem genoemd met Ginger Rogers, met wie hij tien films maakte.","summarize: Fred Astaire, născut ca Frederick Austerlitz (Omaha (Nebraska), 10 mai 1899 – Los Angeles, 22 iunie 1987) a fost un dansator, cântăreţ şi actor american în sălile de balet de pe Broadway. El wordt vaak in een adem numit împreună cu Ginger Rogers, cu cine hij tien a făcut filme."
Toscane,"Toscane (Italiaans Toscana), is een regio in centraal Italië, die in het noorden aan Ligurië en Emilia-Romagna, in het oosten aan Umbrië, in het zuiden aan Latium en in het westen aan de Tyrreense Zee grenst. De oppervlakte van de regio Toscane neemt ongeveer een dertiende van het nationaal grondgebied in beslag, oftewel 7,6%. Wat betreft grootte staat de regio op de vijfde plaats, na Sicilië, Piëmont, Sardinië en Lombardije. Toscane omvat 6,1% van de nationale bevolking van Italië.","Toscane (Italiaans Toscana) is een regio in Midden-Italië, die in het noorden aan Ligurië en Emilia-Romagna, in het oosten aan Umbrië en de Marken, in het zuiden aan Lazio en in het westen aan de Tyrreense Zee grenst. De oppervlakte van de regio Toscane neemt ongeveer een dertiende van het nationaal grondgebied in beslag, oftewel 7,6%. Wat betreft grootte staat de regio op de vijfde plaats, na Sicilië, Piëmont, Sardinië en Lombardije. Toscane omvat 6,1% van de nationale bevolking van Italië.","summarize: Toscane (Italian Toscana), este o regiune din centrul Italiei, care se află în noordul regiunilor Ligurië şi Emilia-Romagna, în sudul regiunii Umbrië, în sudul regiunii Latium şi în sudul graniţei cu Zidul Tyrreense, suprafaţa regiunii Toscane ia aproximativ aproximativ o dertiende din terenul naţional, adică 7,6%. În ceea ce priveşte"
261,Het jaar 261 is het 61e jaar in de 3e eeuw volgens de christelijke jaartelling.,Het jaar 261 is het 61e jaar in de 3e eeuw volgens de christelijke jaartelling.,summarize: Het year 261 este het 61e an in de 3e eeuw volgens de christelijke Yeartelling.-----(Amintiri de Crăciun)---
Cabin_Fever,"Cabin Fever is een Amerikaanse horrorfilm uit 2002, geschreven en geregisseerd door Eli Roth. Hierop verscheen in 2009 een vervolg getiteld Cabin Fever 2: Spring Fever, waarmee Roth niets te maken had. De film is in de stijl gemaakt van het klassieke exploitatie-horrorgenre, waaronder ook films als The Evil Dead en The Texas Chainsaw Massacre gerekend worden. Kenmerkend aan dit soort films is het aantal scènes met bloed en ingewanden. Deze films werden vooral gemaakt in de jaren 70 van de 20e eeuw. Hoewel de verhaallijnen van dit soort films meestal flinterdun zijn, heeft Roth in Cabin Fever geprobeerd enig psychologisch drama toe te voegen. De film kostte 1,5 miljoen dollar, maar bracht 22 miljoen dollar op. De dvd-verkoop bracht nog eens 100 miljoen dollar op. In 2003 was het Lion's Gates goedkoopste productie en tegelijkertijd de succesvolste. Dogma films uit Noorwegen bracht een vrij bloedarme remake uit.","Cabin Fever is een Amerikaanse horrorfilm uit 2002, geschreven en geregisseerd door Eli Roth. Hierop verscheen in 2009 een vervolg getiteld Cabin Fever 2: Spring Fever, waarmee Roth niets te maken had. In 2014 verscheen een prequel genaamd . Er verscheen in 2016 een remake van het origineel. De film kostte 1,5 miljoen dollar, maar bracht 22 miljoen dollar op. De dvd-verkoop bracht nog eens 100 miljoen dollar op. In 2003 was het Lion's Gates goedkoopste productie en tegelijkertijd de succesvolste. Dogma films uit Noorwegen bracht een vrij bloedarme remake uit.","summarize: Cabin Fever este un horrorfilm american din 2002, scris şi regizat de Eli Roth. Hierop a apărut în 2009 un vervolg intitulat Cabin Fever 2: Spring Fever, waarmee Roth nu a avut nimic de făcut. Filmul este realizat în stilul clasic al horror-ului exploatării, printre care se numără şi filme precum The Evil Dead şi Masacrul Texas Chainsaw. Un reper al acestui tip de filme este numărul"
Hendrik_van_Teylingen,"Hendrik van Teylingen ook genaamd Sri Hayesvar Das ( 6 juni 1938 – 25 december 1998) was een Nederlands schrijver, dichter en vertaler uit het sanskriet. Van Teylingen werd geboren te IJmuiden-Oost als zoon van een gereformeerd predikant. Na het Gereformeerd Gymnasium te Amsterdam doorlopen te hebben studeerde hij een jaar Engels, daarna enige tijd psychologie. Na drie maanden militaire dienst weigerde hij verdere dienst en werd hij acht maanden gevangengezet te Nieuwersluis en 9 maanden in Scheveningen. Hij verwerkte zijn ervaringen later in de autobiografische roman Depot van discipline. Vervolgens werkte hij als tekstschrijver op een reclamebureau te Amsterdam, later werd hij redacteur bij De Geïllustreerde Pers voor een feuilleton bij Margriet en was hij freelance vertaler. Van Teylingen was getrouwd met een kunstenares met wie hij twee dochters had, maar werd verliefd op Bea Vianen. Hij reisde haar achterna naar Paramaribo waar hij columns schreef voor het tijdschrift Avenue. In 1975 sloot hij zich aan bij de Hare Krishna-beweging, een westerse vorm van de godsdienst die officieel Gaudiya Vaishnavisme heet. Hij ontving van zijn goeroe A.C. Bhaktivedanta Swami, (srila Prabhupada) de naam Hayeshvara Das en vertaalde diens boeken (o.a.Bhagavad Gita Zoals Ze Is, Nektarzee van Zuivere Liefde en de eerste vijf Canto's van het Bhagavata Purana met commentaar van zijn goeroe). Ook bleef hij autobiografische verhalen schrijven. In 1981 werd hij uit de beweging gezet en in 1985 begon hij, met de zegen van Srila Sridhara Maharaja van de Chaitanya Saraswat Matha in India, zijn eigen gemeenschap, de Sri Chaitanya-gemeenschap, die hij bestuurde tot aan zijn overlijden. Deze periode was in godsdienstig en literair opzicht zijn vruchtbaarste periode. Hij zag zijn herdichting in het Nederlands van het Tiende Boek van het Bhagavata Purana (2 delen, Altamira 1990-92) als zijn levenswerk. Ook zagen vele brochures gemaakt in nauwe samenwerking met zijn goede vrienden Sriman Yadupati Dasa-ji en Sripad Jnanaraja Dasa †, onder de titel Chaitanya Cahiers, het licht. Tevens maakte hij vertalingen van boeken van Swami B.R. Sridhara en Sri Srimad Bhaktivedanta Narayana Gosvami Maharaja, die hij in eigen beheer uitgaf. In deze periode maakte hij zijn derde en vierde vertaling van de Bhagavad-gita (uitgegeven door Altamira en Ganges). Zijn tweede herdichte vertaling van de Gita was reeds in 1983 door Mirananda uitgegeven. Hiermede is hij wereldrecordhouder Gita-vertalen. Van Teylingen was vier maal getrouwd. Uit het eerste huwelijk met een kunstenares had hij twee dochters, waarvan de oudste, Marijn, jazz-zangeres werd en de tweede, Louise, huwde met de tatoeëerder Henk Schiffmacher. Uit zijn tweede huwelijk met een Hindoestaanse had hij een stiefdochter en een zoon; uit het derde huwelijk drie zoons, waarvan de eerstgeborene ook tot het Krishna-geloof is overgegaan. Het vierde huwelijk, met de godsdienstlerares Premalata uit Hellevoetsluis, bleef kinderloos na pogingen om de godin Sarasvati-devi in haar te doen neerdalen - door Van Teylingen beschreven in de roman De verschijning van de godin Saràsvati in Hellevoet (1995). Tot vlak voor zijn dood schreef hij nog enige columns voor het dagblad Trouw. Hij overleed op zestigjarige leeftijd aan een hersentumor, in bijzijn van zijn vrouw Premalata devi dasi, zijn zoon Haridas, zijn leerling Sudama-sakha dasa adhikari en enkele anderen. Op de begraafplaats Huis te Vraag te Amsterdam staat een monument met daarin gegraveerd een door hem geschreven gedicht over dit kerkhof. Omdat op Huis te Vraag sinds 1962 geen begrafenissen meer mogen plaatsvinden hebben zijn kinderen, zijn familie, en Krishna-toegewijden zijn urn illegaal bij dit monument begraven. Na het heengaan van Van Teylingen is zijn weduwe Premalata doorgegaan met de Sri Chaitanya gemeenschap.","Hendrik van Teylingen ook genaamd Sri Hayesvar Das (IJmuiden-Oost, 6 juni 1938 – 25 december 1998) was een Nederlands schrijver, dichter en vertaler uit het sanskriet. Van Teylingen werd geboren als zoon van een gereformeerd predikant. Na het Gereformeerd Gymnasium te Amsterdam doorlopen te hebben studeerde hij een jaar Engels, en daarna enige tijd psychologie. Na drie maanden militaire dienst weigerde hij verdere dienst en werd hij acht maanden gevangengezet te Nieuwersluis en 9 maanden in Scheveningen. Hij zou zijn ervaringen later verwerken in de autobiografische roman Depot van discipline (1990). Vervolgens werkte hij als tekstschrijver op een reclamebureau te Amsterdam, later werd hij redacteur bij De Geïllustreerde Pers voor een feuilleton bij Margriet en was hij freelance vertaler.","summarize: Hendrik van Teylingen, cunoscut şi sub numele de Sri Hayesvar Das ( 6 iunie 1938 – 25 decembrie 1998) a fost un scriitor, scriitor şi traducător din sanskriet. Van Teylingen s-a născut la IJmuiden-Oost ca fiu al unui preot reformat. După ce a absolvit Gimnaziul Reformat din Amsterdam, a studiat un an limba engleză, după care a realizat o perioadă de psihologie"
Dilbert,"Dilbert is een strip geschreven en getekend door de Amerikaan Scott Adams. De hoofdfiguur is Dilbert, een IT'er, die problemen heeft met het management op zijn bedrijf. Het succes van de strip is mogelijk gedeeltelijk te danken aan het feit dat de absurde situaties die worden getoond feitelijk niet eens zo ver afstaan van de dagelijkse werkelijkheid bij veel bedrijven.","Dilbert is een strip geschreven en getekend door de Amerikaan Scott Adams. De hoofdfiguur is Dilbert, een IT'er, die problemen heeft met het management op zijn bedrijf. Het succes van de strip is mogelijk gedeeltelijk te danken aan het feit dat de absurde situaties die worden getoond feitelijk niet eens zo ver afstaan van de dagelijkse werkelijkheid bij veel bedrijven.","summarize: Dilbert este o revistă scrisă şi realizată de americanul Scott Adams. Capacul este Dilbert, un IT-ist, care are probleme cu conducerea companiei sale. Succesul revistei este posibil să se datoreze parţial faptului că situaţiile absurde care sunt prezentate nu sunt nici pe departe atât de reale pe cât sunt zilnice în multe întreprinderi."
Enzo_Ferrari,"Enzo Anselmo Ferrari (Modena, 18 februari 1898 – aldaar, 14 augustus 1988) was een Italiaans autobouwer en -coureur.","Enzo Anselmo Ferrari (Modena, 18 februari 1898 – aldaar, 14 augustus 1988) was een Italiaans autobouwer en -coureur.","rezumat: Enzo Anselmo Ferrari (Modena, 18 februarie 1898 – aldaar, 14 august 1988) a fost un constructor en -coureur italian de automobile.-"
Guerrilla_News_Network,"Guerrilla News Network of kortweg GNN is een ondergrondse nieuwsorganisatie, gevestigd in New York. Ze brengen schokkende, intrigerende, achtergebleven en duidelijke content. Ook kunnen gebruikers zelf meehelpen bij het schrijven van nieuws-artikelen die in andere media is onderbelicht. De omroep brengt nieuws via een website. Op de Guerrilla News website zijn belangrijke globale kwesties te bekijken, door middel van guerrilla programmering. Zo is rondom de oorlog tegen het terrorisme een speciaal 9-11 platform met kritische artikelen over de oorlog tegen het terrorisme opgezet. Vanaf 16 november 2009 is de site gesloten voor het publiek. Alleen geregistreerde leden kunnen nog inloggen.","Guerrilla News Network of kortweg GNN was een ondergrondse nieuwsorganisatie, gevestigd in New York. Ze brengen schokkende, intrigerende, achtergebleven en duidelijke content. Ook kunnen gebruikers zelf meehelpen bij het schrijven van nieuws-artikelen die in andere media is onderbelicht. De omroep brengt nieuws via een website. Op de Guerrilla News website zijn belangrijke globale kwesties te bekijken, door middel van guerrilla programmering. Zo is rondom de oorlog tegen het terrorisme een speciaal 9-11 platform met kritische artikelen over de oorlog tegen het terrorisme opgezet.","summarize: Reţeaua de ştiri Guerrilla din scurtweg GNN este o organizaţie de ştiri subterană, cu sediul la New York. Aceasta furnizează un conţinut şocant, intrigant, necunoscut şi clar. De asemenea utilizatorii pot contribui ei înşişi la scrierea articolelor de ştiri care sunt publicate în alte mijloace de informare în masă. Reţeaua furnizează ştiri prin intermediul unei pagini de internet. Pe site-ul Guer"
