"url","abstract","T5","BART","BART-CNN"
"Truth","Truth is most often used to mean being in accord with fact or reality,  or fidelity to an original or to a standard or ideal. The commonly understood opposite of truth is falsehood, which, correspondingly, can also take on a logical, factual, or ethical meaning. The concept of truth is discussed and debated in several contexts, including philosophy and religion. Many human activities depend upon the concept, where its nature as a concept is assumed rather than being a subject of discussion; these include most (but not all) of the sciences, law, and everyday life. Various theories and views of truth continue to be debated among scholars, philosophers, and theologians. Language and words are a means by which humans convey information to one another and the method used to determine what is a ""truth"" is termed a criterion of truth. There are differing claims on such questions as what constitutes truth: what things are truthbearers capable of being true or false; how to define and identify truth; the roles that faith-based and empirically based knowledge play; and whether truth is subjective or objective, relative or absolute.","the concept of truth is discussed and debated in several contexts, including philosophy and religion. many human activities depend upon the concept, where its nature as a concept is assumed rather than being subject to discussion. Various theories and views of truth continue to be debated among scholars, philosophers, and theologians.","Truth is most often used to mean being in accord with fact or reality, or fidelity to an original or to a standard or ideal. The commonly understood opposite of truth is falsehood, which, correspondingly, can also take on a logical, factual, or ethical meaning.","Truth is most often used to mean being in accord with fact or reality, or fidelity to an original or to a standard or ideal. The commonly understood opposite of truth is falsehood, which, correspondingly, can also take on a logical, factual, or ethical meaning."
"Vic","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia.","Vic is the capital of the comarca of Osona, in the Barcelona Province, catalonia, spain. its location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central catalonia.","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia.","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia."
"Vic","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia.","Vic is the capital of the comarca of Osona, in the Barcelona Province, catalonia, spain. its location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central catalonia.","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia.","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia."
"Vic","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia.","Vic is the capital of the comarca of Osona, in the Barcelona Province, catalonia, spain. its location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central catalonia.","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia.","Vic ([ˈbik]) is the capital of the comarca of Osona, in the Barcelona Province, Catalonia, Spain. Vic's location, only 69 km far from Barcelona and 60 km from Girona, has made it one of the most important towns in central Catalonia."
"1185","Year 1185 (MCLXXXV) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar.","1185 (MCLXXXV) was a common year starting on Tuesday of the julian calendar. year 1185 (MCLXXV) was a common year starting on sunday of the julian calendar.","Year 1185 (MCLXXXV) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar.","Year 1185 (MCLXXXV) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar."
"Pamplona","Pamplona ( [pamˈplona]; French: Pampelune; English: Pampeluna) or Iruña ( [iɾuɲa], alternative spelling: Iruñea, [iɾuɲea])  is the historical capital city of Navarre, in Spain, and of the former Kingdom of Navarre. The city is famous worldwide for the running of the bulls during the San Fermín festival, which is held annually from July 6 to 14. This festival was brought to literary renown with the 1926 publication of Ernest Hemingway's novel The Sun Also Rises.After the 2011 municipal elections, there are 27 councillors in Pamplona Municipality: eleven of Navarrese People's Union (Unión del Pueblo Navarro), seven of Nafarroa Bai, three of Spanish Socialist Workers' Party, three of Bildu, two of People's Party, and one of Izquierda-Ezkerra.","Pamplona ( [pam<unk>plona]) is the historical capital city of navarre, in spain. the city is famous worldwide for the running of the bulls during the San Ferm<unk>n festival. this festival was brought literary renown with the 1926 publication of ernest hemingway's novel The sun also rises.","Pamplona ( [pamˈplona]; French: Pampelune; English: Pampeluna) or Iruña ( [iɾuɲa], alternative spelling: Iruñea, [iɾuɲea]) is the historical capital city of Navarre, in Spain, and of the former Kingdom of Navarre. The city is famous worldwide for the running of the bulls during the San Fermín festival, which is held annually from July 6 to 14. This festival was brought to literary renown with the 1926 publication of Ernest Hemingway's novel The Sun Also Rises.After the 2011 municipal elections, there are 27 councillors in Pamplona Municipality: eleven of Navarrese People's Union (Unión del Pueblo Navarro), seven of Nafarroa Bai, three of Spanish Socialist Workers' Party, three of Bildu, two of People's Party","Pamplona ( [pamˈplona]; French: Pampelune; English: Pampeluna) or Iruña ( [iɾuɲa], alternative spelling: Iruñea, [iɾuɲea]) is the historical capital city of Navarre, in Spain, and of the former Kingdom of Navarre. The city is famous worldwide for the running of the bulls during the San Fermín festival, which is held annually from July 6 to 14. This festival was brought to literary renown with the 1926 publication of Ernest Hemingway's novel The Sun Also Rises.After the 2011 municipal elections, there are 27 councillors in Pamplona Municipality: eleven of Navarrese People's Union (Unión del Pueblo Navarro), seven of Nafarroa Bai, three of Spanish Socialist Workers' Party, three of Bildu, two of People's Party"
"1006","Year 1006 (MVI) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar.","1006 (mvi) was a common year starting on Tuesday of the julian calendar. year 1006 (mvi) was a common year starting on monday (link will display the full calendar).","Year 1006 (MVI) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar.","Year 1006 (MVI) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar."
"Erato","In Greek mythology, Erato /ˈɛrətoʊ/ (Ancient Greek: Ἐρατώ) is one of the Greek Muses. The name would mean ""desired"" or ""lovely"", if derived from the same root as Eros, as Apollonius of Rhodes playfully suggested in the invocation to Erato that begins Book III of his Argonautica. Erato is the Muse of lyric poetry, especially romantic and erotic poetry. In the Orphic hymn to the Muses, it is Erato who charms the sight. Since the Renaissance she is often shown with a wreath of myrtle and roses, holding a lyre, or a small kithara, a musical instrument that Apollo or she herself invented[citation needed]. In Simon Vouet's representations, two turtle-doves are eating seeds at her feet. Other representations may show her holding a golden arrow, reminding one of the ""eros"", the feeling that she inspires in everybody, and at times she is accompanied by the god Eros, holding a torch.","in Greek mythology, Erato is one of the Greek Muses. the name would mean ""desired"" or ""lovely"", if derived from the same root as Eros. she is often shown with a wreath of myrtle and roses, holding a lyre, or a small kithara.","In Greek mythology, Erato /ˈɛrətoʊ/ (Ancient Greek: Ἐρατώ) is one of the Greek Muses. The name would mean ""desired"" or ""lovely"", if derived from the same root as Eros, as Apollonius of Rhodes playfully suggested in the invocation to Erato that begins Book III of his Argonautica. Erato is the Muse of lyric poetry, especially romantic and erotic poetry.","In Greek mythology, Erato /ˈɛrətoʊ/ (Ancient Greek: Ἐρατώ) is one of the Greek Muses. The name would mean ""desired"" or ""lovely"", if derived from the same root as Eros, as Apollonius of Rhodes playfully suggested in the invocation to Erato that begins Book III of his Argonautica. Erato is the Muse of lyric poetry, especially romantic and erotic poetry."
"Opera","Opera (English plural: operas; Italian plural: opere) is an art form in which singers and musicians perform a dramatic work combining text (called a libretto) and musical score, usually in a theatrical setting.  Opera incorporates many of the elements of spoken theatre, such as acting, scenery, and costumes and sometimes includes dance. The performance is typically given in an opera house, accompanied by an orchestra or smaller musical ensemble. Opera is part of the Western classical music tradition. It started in Italy at the end of the 16th century (with Jacopo Peri's lost Dafne, produced in Florence in 1598) and soon spread through the rest of Europe: Schütz in Germany, Lully in France, and Purcell in England all helped to establish their national traditions in the 17th century. In the 18th century, Italian opera continued to dominate most of Europe (except France), attracting foreign composers such as Handel. Opera seria was the most prestigious form of Italian opera, until Gluck reacted against its artificiality with his ""reform"" operas in the 1760s. Today the most renowned figure of late 18th century opera is Mozart, who began with opera seria but is most famous for his Italian comic operas, especially The Marriage of Figaro (Le Nozze Di Figaro), Don Giovanni, and Così fan tutte, as well as The Magic Flute (Die Zauberflöte), a landmark in the German tradition.The first third of the 19th century saw the high point of the bel canto style, with Rossini, Donizetti and Bellini all creating works that are still performed today. It also saw the advent of Grand Opera typified by the works of Auber and Meyerbeer. The mid-to-late 19th century was a ""golden age"" of opera, led and dominated by Wagner in Germany and Verdi in Italy. The popularity of opera continued through the verismo era in Italy and contemporary French opera through to Puccini and Strauss in the early 20th century. During the 19th century, parallel operatic traditions emerged in central and eastern Europe, particularly in Russia and Bohemia. The 20th century saw many experiments with modern styles, such as atonality and serialism (Schoenberg and Berg), Neoclassicism (Stravinsky), and Minimalism (Philip Glass and John Adams). With the rise of recording technology, singers such as Enrico Caruso became known to audiences beyond the circle of opera fans. Operas were also performed on (and written for) radio and television.","opera is an art form in which singers and musicians perform a dramatic work. it combines text (called a libretto) and musical score, usually in a theatrical setting. most renowned figure of late 18th century opera is Mozart, who began with opera seria.","Opera (English plural: operas; Italian plural: opere) is an art form in which singers and musicians perform a dramatic work combining text (called a libretto) and musical score, usually in a theatrical setting. Opera incorporates many of the elements of spoken theatre, such as acting, scenery, and costumes and sometimes includes dance. The performance is typically given in an opera house, accompanied by an orchestra or smaller musical ensemble. Opera is part of the","Opera (English plural: operas; Italian plural: opere) is an art form in which singers and musicians perform a dramatic work combining text (called a libretto) and musical score, usually in a theatrical setting. Opera incorporates many of the elements of spoken theatre, such as acting, scenery, and costumes and sometimes includes dance. The performance is typically given in an opera house, accompanied by an orchestra or smaller musical ensemble. Opera is part of the"
"Opera","Opera (English plural: operas; Italian plural: opere) is an art form in which singers and musicians perform a dramatic work combining text (called a libretto) and musical score, usually in a theatrical setting.  Opera incorporates many of the elements of spoken theatre, such as acting, scenery, and costumes and sometimes includes dance. The performance is typically given in an opera house, accompanied by an orchestra or smaller musical ensemble. Opera is part of the Western classical music tradition. It started in Italy at the end of the 16th century (with Jacopo Peri's lost Dafne, produced in Florence in 1598) and soon spread through the rest of Europe: Schütz in Germany, Lully in France, and Purcell in England all helped to establish their national traditions in the 17th century. In the 18th century, Italian opera continued to dominate most of Europe (except France), attracting foreign composers such as Handel. Opera seria was the most prestigious form of Italian opera, until Gluck reacted against its artificiality with his ""reform"" operas in the 1760s. Today the most renowned figure of late 18th century opera is Mozart, who began with opera seria but is most famous for his Italian comic operas, especially The Marriage of Figaro (Le Nozze Di Figaro), Don Giovanni, and Così fan tutte, as well as The Magic Flute (Die Zauberflöte), a landmark in the German tradition.The first third of the 19th century saw the high point of the bel canto style, with Rossini, Donizetti and Bellini all creating works that are still performed today. It also saw the advent of Grand Opera typified by the works of Auber and Meyerbeer. The mid-to-late 19th century was a ""golden age"" of opera, led and dominated by Wagner in Germany and Verdi in Italy. The popularity of opera continued through the verismo era in Italy and contemporary French opera through to Puccini and Strauss in the early 20th century. During the 19th century, parallel operatic traditions emerged in central and eastern Europe, particularly in Russia and Bohemia. The 20th century saw many experiments with modern styles, such as atonality and serialism (Schoenberg and Berg), Neoclassicism (Stravinsky), and Minimalism (Philip Glass and John Adams). With the rise of recording technology, singers such as Enrico Caruso became known to audiences beyond the circle of opera fans. Operas were also performed on (and written for) radio and television.","opera is an art form in which singers and musicians perform a dramatic work. it combines text (called a libretto) and musical score, usually in a theatrical setting. most renowned figure of late 18th century opera is Mozart, who began with opera seria.","Opera (English plural: operas; Italian plural: opere) is an art form in which singers and musicians perform a dramatic work combining text (called a libretto) and musical score, usually in a theatrical setting. Opera incorporates many of the elements of spoken theatre, such as acting, scenery, and costumes and sometimes includes dance. The performance is typically given in an opera house, accompanied by an orchestra or smaller musical ensemble. Opera is part of the","Opera (English plural: operas; Italian plural: opere) is an art form in which singers and musicians perform a dramatic work combining text (called a libretto) and musical score, usually in a theatrical setting. Opera incorporates many of the elements of spoken theatre, such as acting, scenery, and costumes and sometimes includes dance. The performance is typically given in an opera house, accompanied by an orchestra or smaller musical ensemble. Opera is part of the"
"232","Year 232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Lupus and Maximus (or, less frequently, year 985 Ab urbe condita). The denomination 232 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","232 (CCXXXII) was a leap year starting on Sunday of the Julian calendar. the year was known as the Year of the Consulship of Lupus and Maximus. 232 has been used since the early medieval period.","232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar.","232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar."
"232","Year 232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Lupus and Maximus (or, less frequently, year 985 Ab urbe condita). The denomination 232 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","232 (CCXXXII) was a leap year starting on Sunday of the Julian calendar. the year was known as the Year of the Consulship of Lupus and Maximus. 232 has been used since the early medieval period.","232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar.","232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar."
"232","Year 232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Lupus and Maximus (or, less frequently, year 985 Ab urbe condita). The denomination 232 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","232 (CCXXXII) was a leap year starting on Sunday of the Julian calendar. the year was known as the Year of the Consulship of Lupus and Maximus. 232 has been used since the early medieval period.","232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar.","232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar."
"232","Year 232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Lupus and Maximus (or, less frequently, year 985 Ab urbe condita). The denomination 232 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","232 (CCXXXII) was a leap year starting on Sunday of the Julian calendar. the year was known as the Year of the Consulship of Lupus and Maximus. 232 has been used since the early medieval period.","232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar.","232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar."
"Elpis","In Greek mythology, Elpis (Ancient Greek: ἐλπίς) was the personification and spirit of hope (hope was usually seen as an extension to suffering by the Greek, not as a god), perhaps a child of Nyx and mother of Pheme, the goddess of fame, renown and rumor. She was depicted as a young woman, usually carrying flowers or cornucopia in her hands. In Hesiod's Works and Days, Elpis was the last item in Pandora's box (or jar). Based on Hesiod's description, the debate is still alive to determine if Elpis was only hope, or more generally expectation.Her Roman equivalent was Spes.","in Greek mythology, Elpis was the personification and spirit of hope. she was depicted as a young woman, usually carrying flowers or cornucopia. in Hesiod's works and days, Elpis was the last item in Pandora's box.","In Greek mythology, Elpis (Ancient Greek: ἐλπίς) was the personification and spirit of hope (hope was usually seen as an extension to suffering by the Greek, not as a god), perhaps a child of Nyx and mother of Pheme, the goddess of fame, renown and rumor. She was depicted as a young woman, usually carrying flowers or cornucopia in her hands.","In Greek mythology, Elpis (Ancient Greek: ἐλπίς) was the personification and spirit of hope (hope was usually seen as an extension to suffering by the Greek, not as a god), perhaps a child of Nyx and mother of Pheme, the goddess of fame, renown and rumor. She was depicted as a young woman, usually carrying flowers or cornucopia in her hands."
"Restaurant","A restaurant (/ˈrɛstərənt/ or /ˈrɛstərɒnt/; [ʀɛs.to.ʁɑ̃]) is a business which prepares and serves food and drinks to customers in exchange for money, either paid before the meal, after the meal, or with an open account. Meals are generally served and eaten on premises, but many restaurants also offer take-out and food delivery services. Restaurants vary greatly in appearance and offerings, including a wide variety of the main chef's cuisines and service models.","restaurant (/<unk>r<unk>st<unk>r<unk>nt/ or /<unk>r<unk>st<unk>r<unk>nt/; [<unk>s.to]) is a business which prepares and serves food and drinks to customers in exchange for money. many restaurants also offer take-out and food delivery services.","A restaurant is a business which prepares and serves food and drinks to customers in exchange for money, either paid before the meal, after the meal, or with an open account. Meals are generally served and eaten on premises, but many restaurants also offer take-out and food delivery services.","A restaurant is a business which prepares and serves food and drinks to customers in exchange for money, either paid before the meal, after the meal, or with an open account. Meals are generally served and eaten on premises, but many restaurants also offer take-out and food delivery services."
"Jeans","Jeans are trousers typically made from denim or dungaree cloth. Often the term ""jeans"" refers to a particular style of pants, called ""blue jeans,"" which were invented by Jacob Davis in 1871 and patented by Davis and Levi Strauss on May 20, 1873. Starting in the 1950s, jeans, originally designed for cowboys and miners, became popular among teenagers, especially members of the greaser subculture. Historic brands include Levi's, Lee, and Wrangler. Jeans come in various fits, including skinny, tapered, slim, straight, boot cut, narrow bottom, low waist, anti-fit, and flare. Owing to their high durability as compared to other common fabrics, ""distressed"" (visibly aged and worn, but still intact and functional) jean trousers have become increasingly fashionable, making pre-sale ""factory distressing"" a common feature in commercially-sold jeans.Jeans are now a very popular article of casual dress around the world. They come in many styles and colors. However, blue jeans are particularly identified with US culture, especially the United States Old West.","blue jeans were invented by Jacob Davis in 1871 and patented by Davis and Levi Strauss on may 20, 1873. jeans became popular among teenagers, especially members of the greaser subculture. jeans come in various fits, including skinny, tapered, slim, straight, boot cut, narrow bottom, anti-fit, flare.","Jeans are trousers typically made from denim or dungaree cloth. Often the term ""jeans"" refers to a particular style of pants, called ""blue jeans.","Jeans are trousers typically made from denim or dungaree cloth. Often the term ""jeans"" refers to a particular style of pants, called ""blue jeans."
"1128","Year 1128 (MCXXVIII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar.","year 1128 (MCXXVIII) was a leap year. leap year started on sunday of the julian calendar. year 1128 (MCXXVIII) was a leap year starting on sunday.","Year 1128 (MCXXVIII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar.","Year 1128 (MCXXVIII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar."
"741","Year 741 (DCCXLI) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar. The denomination 741 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","year 741 (DCCXLI) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar. the denomination 741 for this year has been used since the early medieval period, when the Anno Domini calendar era became prevalent.","Year 741 (DCCXLI) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar. The denomination 741 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","Year 741 (DCCXLI) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar. The denomination 741 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
